Linea;NodoA;NodoB;TIEMPO;DISTANCIA;FLUJO_LIN;FLUJO_TOT;TASA_USO;SUBEN_NA;SUBEN_NB;BAJAN_NA;BAJAN_NB
   1121 112 ida     ;31010;32002;  0.3;  0.1;   808;  2598;  1.2;278.7;  0.0;231.2;  5.6
   1121 112 ida     ;32002;32012;  0.5;  0.3;   803;  2584;  1.2;  0.0;  0.0;  5.6;  0.0
   1121 112 ida     ;32012;49004;  0.3;  0.1;   803;  2889;  1.2;  0.0;  0.0;  0.0; 84.6
   1121 112 ida     ;49004;49008;  0.4;  0.1;   718;  3135;  1.1;  0.0;  2.1; 84.6;  9.6
   1121 112 ida     ;49008;49011;  0.9;  0.1;   711;  4787;  1.1;  2.1;  0.0;  9.6;  0.0
   1121 112 ida     ;49011;49015;  1.3;  0.1;   711;  4787;  1.1;  0.0;  0.0;  0.0;  0.0
   1121 112 ida     ;49015;49019;  0.6;  0.1;   711;  4787;  1.1;  0.0; 34.2;  0.0; 61.0
   1121 112 ida     ;49019;51004;  0.5;  0.1;   684;  4911;  1.0; 34.2; 15.1; 61.0;  9.7
   1121 112 ida     ;51004;51006;  0.6;  0.1;   689;  4979;  1.0; 15.1;  0.0;  9.7; 15.1
   1121 112 ida     ;51006;51007;  0.6;  0.1;   674;  5225;  1.0;  0.0;  0.0; 15.1;  0.0
   1121 112 ida     ;51007;51008;  0.3;  0.1;   674;  5040;  1.0;  0.0; 49.6;  0.0;  7.6
   1121 112 ida     ;51008;51013;  0.5;  0.1;   716;  6020;  1.1; 49.6;  0.0;  7.6;  0.0
   1121 112 ida     ;51013;51017;  0.6;  0.1;   716;  6020;  1.1;  0.0; 50.8;  0.0;160.6
   1121 112 ida     ;51017;51018;  0.4;  0.1;   606;  1602;  0.9; 50.8; 12.6;160.6; 98.8
   1121 112 ida     ;51018;52004;  0.4;  0.2;   520;  1478;  0.8; 12.6;  0.0; 98.8;  0.0
   1121 112 ida     ;52004;52005;  0.4;  0.1;   520;  1478;  0.8;  0.0;  0.0;  0.0;  0.0
   1121 112 ida     ;52005;52006;  0.8;  0.3;   520;  1977;  0.8;  0.0;  0.0;  0.0; 20.8
   1121 112 ida     ;52006;57007;  0.1;  0.0;   499;  2458;  0.7;  0.0; 23.7; 20.8;348.7
   1121 112 ida     ;57007;56005;  0.9;  0.2;   174;  1138;  0.3; 23.7; 10.8;348.7;  1.7
   1121 112 ida     ;56005;56007;  0.2;  0.1;   183;  1186;  0.3; 10.8;  0.0;  1.7;  0.0
   1121 112 ida     ;56007;56008;  0.2;  0.1;   183;   973;  0.3;  0.0;  0.0;  0.0;  0.0
   1121 112 ida     ;56008;56020;  0.3;  0.1;   183;   973;  0.3;  0.0;  0.0;  0.0;  0.0
   1121 112 ida     ;56020;56014;  0.2;  0.1;   183;   973;  0.3;  0.0;  1.1;  0.0; 17.1
   1121 112 ida     ;56014;59002;  0.6;  0.2;   167;   941;  0.2;  1.1;  1.8; 17.1;  1.8
   1121 112 ida     ;59002;59004;  0.2;  0.2;   167;   951;  0.2;  1.8;  0.0;  1.8;  0.0
   1121 112 ida     ;59004;59006;  0.4;  0.2;   167;   951;  0.2;  0.0;  0.0;  0.0;  0.0
   1121 112 ida     ;59006;59022;  0.2;  0.1;   167;   951;  0.2;  0.0;  0.0;  0.0;  0.0
   1121 112 ida     ;59022;59012;  0.4;  0.3;   167;   951;  0.2;  0.0; 10.1;  0.0; 10.3
   1121 112 ida     ;59012;62002;  0.2;  0.1;   167;   974;  0.2; 10.1;  2.8; 10.3;  4.1
   1121 112 ida     ;62002;62004;  0.1;  0.1;   166;  1182;  0.2;  2.8;  0.0;  4.1;  1.0
   1121 112 ida     ;62004;62007;  0.7;  0.6;   165;   908;  0.2;  0.0;  0.0;  1.0;  0.0
   1121 112 ida     ;62007;63001;  1.4;  0.9;   165;  1179;  0.2;  0.0;  0.1;  0.0;149.1
   1121 112 ida     ;63001;64006;  0.6;  0.4;    16;   318;  0.0;  0.1;  0.0;149.1; 11.4
   1121 112 ida     ;64006;64009;  0.4;  0.2;     4;   283;  0.0;  0.0;  0.0; 11.4;  0.0
   1121 112 ida     ;64009;65001;  0.2;  0.1;     4;   283;  0.0;  0.0;  0.0;  0.0;  4.5
   1121 112 ida     ;65001;65002;  0.1;  0.1;     0;     0;  0.0;  0.0;  0.0;  4.5;  0.0
   1121 112 ida     ;65002;65003;  0.2;  0.1;     0;     0;  0.0;  0.0;  0.0;  0.0;  0.0
   1121 112 ida     ;65003;65004;  0.1;  0.0;     0;     0;  0.0;  0.0;  0.0;  0.0;  0.0
   1121 112 ida     ;65004;64011;  0.3;  0.1;     0;     0;  0.0;  0.0;  0.0;  0.0;  0.0
   1121 112 ida     ;64011;64012;  0.6;  0.2;     0;     0;  0.0;  0.0;  0.0;  0.0;  0.0
   1121 112 ida     ;64012;64008;  0.4;  0.2;     0;     0;  0.0;  0.0;  0.0;  0.0;  0.0
   1121 112 ida     ;64008;64004;  0.8;  0.3;     0;     0;  0.0;  0.0;  0.0;  0.0;  0.0
   1121 112 ida     ;64004;64005;  0.2;  0.1;     0;     0;  0.0;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;65019;65018;  0.2;  0.1;     0;    50;  0.0;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;65018;65016;  0.1;  0.0;     0;    50;  0.0;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;65016;65012;  0.5;  0.2;     0;    50;  0.0;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;65012;65011;  0.2;  0.1;     0;    50;  0.0;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;65011;65009;  0.2;  0.1;     0;   303;  0.0;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;65009;65007;  0.2;  0.1;     0;   303;  0.0;  0.0; 19.9;  0.0;  0.0
   1102 110 regreso ;65007;65001;  0.1;  0.1;    20;   367;  0.0; 19.9; 10.8;  0.0;  0.0
   1102 110 regreso ;65001;64009;  0.2;  0.1;    31;   408;  0.1; 10.8;  0.0;  0.0;  0.0
   1102 110 regreso ;64009;64006;  0.3;  0.2;    31;   408;  0.1;  0.0; 81.6;  0.0;  0.0
   1102 110 regreso ;64006;63001;  0.9;  0.4;   112;   836;  0.3; 81.6;  3.7;  0.0;  4.2
   1102 110 regreso ;63001;62007;  2.0;  0.9;   112;   802;  0.3;  3.7;  0.0;  4.2;  0.0
   1102 110 regreso ;62007;62004;  1.1;  0.6;   112;   491;  0.3;  0.0;  0.0;  0.0;  1.3
   1102 110 regreso ;62004;62002;  0.1;  0.1;   110;   486;  0.3;  0.0; 25.2;  1.3;  0.2
   1102 110 regreso ;62002;59012;  0.1;  0.1;   135;   596;  0.3; 25.2;102.1;  0.2;  0.6
   1102 110 regreso ;59012;59022;  0.4;  0.3;   237;   711;  0.6;102.1;  0.0;  0.6;  0.0
   1102 110 regreso ;59022;59006;  0.2;  0.1;   237;   711;  0.6;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;59006;59004;  0.3;  0.2;   237;   711;  0.6;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;59004;59002;  0.3;  0.2;   237;   711;  0.6;  0.0; 67.2;  0.0;  0.2
   1102 110 regreso ;59002;56014;  0.4;  0.2;   304;   885;  0.7; 67.2;  0.0;  0.2;  9.4
   1102 110 regreso ;56014;56020;  0.2;  0.1;   295;  1767;  0.7;  0.0;  0.0;  9.4;  3.5
   1102 110 regreso ;56020;56008;  0.2;  0.1;   291;  1767;  0.7;  0.0;  0.0;  3.5;  0.0
   1102 110 regreso ;56008;56007;  0.2;  0.1;   291;  1767;  0.7;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;56007;56005;  0.4;  0.1;   291;  1767;  0.7;  0.0;  3.6;  0.0;  4.8
   1102 110 regreso ;56005;57007;  0.6;  0.2;   290;  1768;  0.7;  3.6; 77.2;  4.8; 36.2
   1102 110 regreso ;57007;57006;  0.6;  0.3;   331;   331;  0.8; 77.2;  0.0; 36.2;  0.0
   1102 110 regreso ;57006;57005;  0.1;  0.1;   331;   822;  0.8;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;57005;57004;  0.2;  0.1;   331;   331;  0.8;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;57004;57003;  0.7;  0.1;   331;   331;  0.8;  0.0; 41.3;  0.0; 35.5
   1102 110 regreso ;57003;52012;  0.3;  0.1;   337;  2050;  0.8; 41.3;  0.0; 35.5;  0.0
   1102 110 regreso ;52012;52010;  0.1;  0.1;   337;  2050;  0.8;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;52010;52008;  0.6;  0.2;   337;  2541;  0.8;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;52008;51018;  0.4;  0.1;   337;  2541;  0.8;  0.0; 30.4;  0.0;  2.9
   1102 110 regreso ;51018;51014;  0.4;  0.1;   364;  2665;  0.9; 30.4;  0.0;  2.9;  2.4
   1102 110 regreso ;51014;51009;  0.4;  0.1;   362;  5173;  0.9;  0.0;  0.0;  2.4; 22.2
   1102 110 regreso ;51009;50025;  0.5;  0.1;   340;  4902;  0.8;  0.0; 48.2; 22.2; 83.4
   1102 110 regreso ;50025;50021;  0.3;  0.1;   304;  2000;  0.7; 48.2;  0.1; 83.4;  2.8
   1102 110 regreso ;50021;50017;  0.4;  0.1;   302;  2017;  0.7;  0.1;  0.0;  2.8;  0.0
   1102 110 regreso ;50017;50013;  0.3;  0.1;   302;  2017;  0.7;  0.0;  0.0;  0.0;  2.4
   1102 110 regreso ;50013;50008;  0.7;  0.1;   299;  2049;  0.7;  0.0;  0.8;  2.4; 14.1
   1102 110 regreso ;50008;50003;  0.3;  0.1;   286;  2044;  0.7;  0.8;  0.0; 14.1;  0.0
   1102 110 regreso ;50003;50002;  0.2;  0.1;   286;  1588;  0.7;  0.0; 15.2;  0.0;  0.0
   1102 110 regreso ;50002;50001;  0.6;  0.1;   301;  2596;  0.7; 15.2;  1.4;  0.0;  1.4
   1102 110 regreso ;50001;32013;  0.3;  0.1;   301;  1796;  0.7;  1.4;  0.0;  1.4;  0.0
   1102 110 regreso ;32013;32003;  0.6;  0.2;   301;  1796;  0.7;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;32003;32004;  0.2;  0.1;   301;  1578;  0.7;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;32004;32005;  0.2;  0.1;   301;   301;  0.7;  0.0;  1.6;  0.0; 25.9
   1102 110 regreso ;32005;32006;  0.2;  0.1;   277;   277;  0.7;  1.6;  0.0; 25.9;  0.0
   1102 110 regreso ;32006;32007;  0.4;  0.1;   277;   733;  0.7;  0.0;  2.5;  0.0;  0.0
   1102 110 regreso ;32007;45001;  0.1;  0.1;   279;  1010;  0.7;  2.5; 11.8;  0.0;  2.3
   1102 110 regreso ;45001;44003;  0.7;  0.3;   289;   572;  0.7; 11.8;  0.0;  2.3;  4.5
   1102 110 regreso ;44003;44001;  0.4;  0.2;   284;   538;  0.7;  0.0; 10.7;  4.5;  0.0
   1102 110 regreso ;44001;44004;  0.4;  0.3;   295;   631;  0.7; 10.7;  0.0;  0.0;  0.0
   1102 110 regreso ;44004;43005;  1.0;  0.4;   295;   631;  0.7;  0.0;  0.4;  0.0;  4.1
   1102 110 regreso ;43005;41014;  0.8;  0.5;   291;   888;  0.7;  0.4;  3.0;  4.1;  0.0
   1102 110 regreso ;41014;41009;  0.3;  0.1;   294;   896;  0.7;  3.0;  0.0;  0.0;  0.0
   1102 110 regreso ;41009;41005;  0.2;  0.1;   294;   636;  0.7;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;41005;41002;  0.3;  0.1;   294;  1158;  0.7;  0.0; 20.7;  0.0; 18.9
   1102 110 regreso ;41002;38012;  0.1;  0.1;   296;  1088;  0.7; 20.7;  2.6; 18.9;  9.9
   1102 110 regreso ;38012;38007;  0.2;  0.1;   289;  2531;  0.7;  2.6; 10.4;  9.9;  2.5
   1102 110 regreso ;38007;38003;  0.5;  0.2;   297;  2539;  0.7; 10.4;  0.4;  2.5;  0.2
   1102 110 regreso ;38003;37010;  0.6;  0.2;   297;   954;  0.7;  0.4;  0.0;  0.2;  0.0
   1102 110 regreso ;37010;37005;  0.2;  0.1;   297;  1012;  0.7;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;37005;36007;  0.8;  0.4;   297;  1012;  0.7;  0.0; 87.0;  0.0; 23.7
   1102 110 regreso ;36007;36004;  0.3;  0.1;   360;  1986;  0.9; 87.0;  4.5; 23.7; 13.0
   1102 110 regreso ;36004;36001;  0.3;  0.1;   352;  1958;  0.8;  4.5;  0.0; 13.0;  1.9
   1102 110 regreso ;36001;26002;  0.4;  0.2;   350;   711;  0.8;  0.0;  0.0;  1.9; 47.1
   1102 110 regreso ;26002;34009;  1.4;  0.5;   303;  1732;  0.7;  0.0; 23.3; 47.1;  0.1
   1102 110 regreso ;34009;34001;  0.4;  0.1;   326;  2710;  0.8; 23.3; 21.0;  0.1;  6.4
   1102 110 regreso ;34001;22002;  0.5;  0.2;   341;  1473;  0.8; 21.0; 28.1;  6.4; 85.1
   1102 110 regreso ;22002;22001;  0.6;  0.1;   284;  1061;  0.7; 28.1;  0.5; 85.1;  0.0
   1102 110 regreso ;22001;20006;  0.8;  0.6;   284;   857;  0.7;  0.5;  0.0;  0.0;  0.0
   1102 110 regreso ;20006;23009;  0.4;  0.2;   284;   857;  0.7;  0.0;  2.7;  0.0;204.3
   1102 110 regreso ;23009;23010;  0.4;  0.1;    83;    83;  0.2;  2.7;  0.0;204.3;  0.0
   1102 110 regreso ;23010;23007;  0.5;  0.2;    83;    83;  0.2;  0.0; 32.5;  0.0;  6.5
   1102 110 regreso ;23007;20001;  0.6;  0.3;   109;   372;  0.3; 32.5;  0.0;  6.5;  4.4
   1102 110 regreso ;20001;18006;  0.7;  0.3;   104;  1758;  0.2;  0.0;  0.0;  4.4;  9.6
   1102 110 regreso ;18006;18005;  0.6;  0.2;    94;  1758;  0.2;  0.0;  2.8;  9.6;  0.0
   1102 110 regreso ;18005;18003;  0.6;  0.3;    97;   964;  0.2;  2.8;  0.4;  0.0;  0.0
   1102 110 regreso ;18003;18004;  0.1;  0.1;    98;   493;  0.2;  0.4;  1.2;  0.0;  2.2
   1102 110 regreso ;18004;15004;  0.5;  0.2;    97;   538;  0.2;  1.2;  0.0;  2.2;  0.1
   1102 110 regreso ;15004;15002;  0.4;  0.2;    97;   538;  0.2;  0.0;  3.0;  0.1;  1.1
   1102 110 regreso ;15002;7007;  0.2;  0.2;    99;  1458;  0.2;  3.0;  0.4;  1.1;  0.0
   1102 110 regreso ;7007;6006;  0.7;  0.2;    99;   671;  0.2;  0.4;  5.4;  0.0;  3.4
   1102 110 regreso ;6006;6009;  0.1;  0.0;   101;  2204;  0.2;  5.4;  0.0;  3.4;  0.0
   1102 110 regreso ;6009;6007;  0.1;  0.0;   101;  2204;  0.2;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;6007;7004;  0.4;  0.1;   101;  2204;  0.2;  0.0;  0.0;  0.0; 28.3
   1102 110 regreso ;7004;1012;  0.5;  0.3;    73;   643;  0.2;  0.0;  0.0; 28.3;  0.0
   1102 110 regreso ;1012;1011;  0.9;  0.3;    73;   643;  0.2;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;1011;1010;  1.1;  0.4;    73;   957;  0.2;  0.0;124.1;  0.0;  7.8
   1102 110 regreso ;1010;2016;  1.6;  0.5;   189;  1411;  0.4;124.1;  0.0;  7.8; 84.7
   1102 110 regreso ;2016;2012;  0.6;  0.3;   104;  2218;  0.2;  0.0;  0.0; 84.7;  0.0
   1102 110 regreso ;2012;2009;  0.6;  0.3;   104;  2218;  0.2;  0.0; 40.6;  0.0; 13.8
   1102 110 regreso ;2009;2006;  0.4;  0.2;   131;  2655;  0.3; 40.6;  0.0; 13.8;  0.0
   1102 110 regreso ;2006;2004;  0.1;  0.1;   131;  2655;  0.3;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;2004;1001;  0.2;  0.1;   131;   353;  0.3;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;1001;11025;  0.2;  0.1;   131;   353;  0.3;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;11025;11027;  0.5;  0.1;   131;   165;  0.3;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;11027;11023;  0.5;  0.3;   131;   318;  0.3;  0.0; 18.0;  0.0;121.0
   1102 110 regreso ;11023;11024;  0.3;  0.1;    28;   169;  0.1; 18.0;  0.0;121.0;  0.0
   1102 110 regreso ;11024;11016;  0.5;  0.2;    28;   169;  0.1;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;11016;11010;  0.4;  0.2;    28;    28;  0.1;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;11010;11008;  0.1;  0.0;    28;    28;  0.1;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;11008;11007;  0.3;  0.1;    28;   169;  0.1;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;11007;11004;  0.1;  0.1;    28;   169;  0.1;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;11004;11003;  0.3;  0.1;    28;   169;  0.1;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;11003;11002;  0.3;  0.1;    28;   169;  0.1;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;11002;11029;  0.2;  0.1;    28;   170;  0.1;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;11029;11001;  0.3;  0.1;    28;   170;  0.1;  0.0;  0.0;  0.0;  1.4
   1102 110 regreso ;11001;11012;  0.7;  0.4;    27;  1428;  0.1;  0.0;  0.0;  1.4;  0.0
   1102 110 regreso ;11012;11018;  0.4;  0.2;    27;  1287;  0.1;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;11018;2001;  0.6;  0.3;    27;  1672;  0.1;  0.0;  0.0;  0.0; 26.6
   1102 110 regreso ;2001;2007;  0.6;  0.3;     0;  2195;  0.0;  0.0;  0.0; 26.6;  0.0
   1102 110 regreso ;2007;2008;  0.2;  0.1;     0;   438;  0.0;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;2008;2009;  0.3;  0.1;     0;   438;  0.0;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;2009;2012;  0.6;  0.3;     0;  3765;  0.0;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;2012;2016;  0.5;  0.3;     0;  4037;  0.0;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;2016;2018;  0.1;  0.1;     0;  2993;  0.0;  0.0;  0.0;  0.0;  0.0
   1102 110 regreso ;2018;2023;  0.3;  0.2;     0;  2993;  0.0;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;2023;2022;  0.4;  0.2;     0;   240;  0.0;  0.0;237.2;  0.0;  0.0
   1101 110 ida     ;2022;2017;  0.2;  0.2;   237;  1283;  0.6;237.2;  0.0;  0.0;  0.0
   1101 110 ida     ;2017;2015;  0.2;  0.1;   237;  1283;  0.6;  0.0;  0.2;  0.0;  0.0
   1101 110 ida     ;2015;2011;  0.5;  0.3;   237;  2630;  0.6;  0.2;  0.0;  0.0;  0.0
   1101 110 ida     ;2011;2007;  0.7;  0.3;   237;  2358;  0.6;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;2007;2001;  0.9;  0.3;   237;  1877;  0.6;  0.0;133.0;  0.0;  0.2
   1101 110 ida     ;2001;11018;  0.7;  0.3;   370;  3185;  0.9;133.0;  0.8;  0.2;  0.0
   1101 110 ida     ;11018;11012;  1.3;  0.2;   371;  1887;  0.9;  0.8;  0.0;  0.0;  0.0
   1101 110 ida     ;11012;11001;  0.8;  0.4;   371;  1887;  0.9;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;11001;11029;  0.2;  0.1;   371;   607;  0.9;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;11029;11002;  0.3;  0.1;   371;   607;  0.9;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;11002;11003;  0.1;  0.1;   371;   607;  0.9;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;11003;11004;  0.4;  0.1;   371;   607;  0.9;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;11004;11007;  0.2;  0.1;   371;   607;  0.9;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;11007;11008;  0.1;  0.1;   371;   607;  0.9;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;11008;11010;  0.1;  0.0;   371;   607;  0.9;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;11010;11016;  0.2;  0.2;   371;   371;  0.9;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;11016;11024;  0.2;  0.2;   371;   607;  0.9;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;11024;11023;  0.2;  0.1;   371;   607;  0.9;  0.0;520.5;  0.0; 27.5
   1101 110 ida     ;11023;11027;  0.5;  0.3;   864;  1336;  2.1;520.5;  0.0; 27.5;  0.0
   1101 110 ida     ;11027;11025;  0.2;  0.1;   864;   864;  2.1;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;11025;1001;  0.4;  0.1;   864;  1336;  2.1;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;1001;2004;  0.3;  0.1;   864;  1336;  2.1;  0.0;  1.1;  0.0; 72.0
   1101 110 ida     ;2004;2006;  0.2;  0.1;   793;  3765;  1.9;  1.1;  0.0; 72.0; 14.1
   1101 110 ida     ;2006;2009;  0.4;  0.2;   779;  3765;  1.9;  0.0;  0.0; 14.1;  0.0
   1101 110 ida     ;2009;2012;  0.6;  0.3;   779;  3765;  1.9;  0.0;  0.0;  0.0; 15.6
   1101 110 ida     ;2012;2016;  0.5;  0.3;   763;  4037;  1.8;  0.0;  2.4; 15.6;  0.0
   1101 110 ida     ;2016;1010;  1.0;  0.5;   766;  1300;  1.8;  2.4;353.9;  0.0;  7.1
   1101 110 ida     ;1010;1011;  1.2;  0.4;  1112;  1862;  2.6;353.9;  0.0;  7.1;  0.0
   1101 110 ida     ;1011;1012;  0.9;  0.3;  1112;  1862;  2.6;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;1012;7004;  0.7;  0.3;  1112;  1862;  2.6;  0.0; 18.7;  0.0;  6.7
   1101 110 ida     ;7004;6007;  0.3;  0.1;  1124;  3853;  2.7; 18.7;  0.0;  6.7;  0.0
   1101 110 ida     ;6007;6009;  0.1;  0.0;  1124;  3853;  2.7;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;6009;6006;  0.1;  0.0;  1124;  3853;  2.7;  0.0; 47.8;  0.0;  1.0
   1101 110 ida     ;6006;16001;  0.8;  0.2;  1171;  4039;  2.8; 47.8;145.5;  1.0;  8.2
   1101 110 ida     ;16001;15002;  0.4;  0.2;  1308;  2555;  3.1;145.5;121.0;  8.2;  0.0
   1101 110 ida     ;15002;15004;  0.3;  0.2;  1429;  2074;  3.4;121.0;  0.0;  0.0;  0.0
   1101 110 ida     ;15004;18004;  0.5;  0.2;  1429;  2074;  3.4;  0.0;104.9;  0.0; 12.3
   1101 110 ida     ;18004;18003;  0.2;  0.1;  1522;  2148;  3.6;104.9;  7.8; 12.3; 15.2
   1101 110 ida     ;18003;18005;  0.6;  0.3;  1515;  2601;  3.6;  7.8; 14.9; 15.2;  7.1
   1101 110 ida     ;18005;18006;  0.7;  0.2;  1522;  4562;  3.6; 14.9;  0.0;  7.1;  0.0
   1101 110 ida     ;18006;20001;  0.7;  0.3;  1522;  4562;  3.6;  0.0;  0.0;  0.0;  0.0
   1101 110 ida     ;20001;23007;  0.6;  0.3;  1522;  2370;  3.6;  0.0;117.1;  0.0;  5.8
   1101 110 ida     ;23007;23010;  0.4;  0.2;  1634;  1634;  3.9;117.1;  0.0;  5.8;  0.0
   1101 110 ida     ;23010;23009;  0.3;  0.1;  1634;  1634;  3.9;  0.0;  7.9;  0.0;205.4
   1101 110 ida     ;23009;20006;  0.3;  0.2;  1436;  1936;  3.4;  7.9;  0.0;205.4;  0.0
   1101 110 ida     ;20006;22001;  1.1;  0.6;  1436;  1936;  3.4;  0.0;  6.0;  0.0;  0.8
   1101 110 ida     ;22001;22002;  0.2;  0.1;  1441;  2899;  3.4;  6.0;155.0;  0.8; 85.2
   1101 110 ida     ;22002;34001;  0.3;  0.2;  1511;  3032;  3.6;155.0; 92.2; 85.2; 23.4
   1101 110 ida     ;34001;34009;  0.2;  0.1;  1580;  5921;  3.8; 92.2; 79.6; 23.4;  0.8
   1101 110 ida     ;34009;26002;  0.7;  0.5;  1659;  5251;  3.9; 79.6;173.7;  0.8;  0.0
   1101 110 ida     ;26002;26010;  0.1;  0.1;  1832;  1832;  4.4;173.7;  0.0;  0.0;  0.0
   1101 110 ida     ;26010;26001;  0.1;  0.0;  1832;  1832;  4.4;  0.0;177.2;  0.0;544.6
   1101 110 ida     ;26001;26003;  0.3;  0.1;  1465;  1465;  3.5;177.2; 45.6;544.6; 88.3
   1101 110 ida     ;26003;26009;  0.1;  0.0;  1422;  1771;  3.4; 45.6;  0.0; 88.3;  0.8
   1101 110 ida     ;26009;26004;  0.2;  0.1;  1422;  1771;  3.4;  0.0;100.4;  0.8; 70.6
   1101 110 ida     ;26004;36004;  0.4;  0.2;  1451;  1451;  3.5;100.4; 43.8; 70.6; 29.2
   1101 110 ida     ;36004;36005;  0.1;  0.1;  1466;  2515;  3.5; 43.8;  0.0; 29.2;  2.2
   1101 110 ida     ;36005;36006;  0.2;  0.1;  1464;  2515;  3.5;  0.0;  0.0;  2.2;  0.0
   1101 110 ida     ;36006;36008;  0.3;  0.1;  1464;  1784;  3.5;  0.0;328.0;  0.0;217.6
   1101 110 ida     ;36008;37006;  0.8;  0.4;  1574;  1923;  3.7;328.0;  0.0;217.6;  0.0
   1101 110 ida     ;37006;37011;  0.4;  0.1;  1574;  1923;  3.7;  0.0;152.3;  0.0; 87.8
   1101 110 ida     ;37011;38008;  0.8;  0.3;  1638;  2006;  3.9;152.3; 11.3; 87.8;  9.7
   1101 110 ida     ;38008;38009;  0.2;  0.1;  1640;  2374;  3.9; 11.3;  2.8;  9.7;  3.6
   1101 110 ida     ;38009;39002;  0.3;  0.2;  1639;  2374;  3.9;  2.8;  0.0;  3.6;  0.0
   1101 110 ida     ;39002;39003;  0.3;  0.2;  1639;  2003;  3.9;  0.0; 63.5;  0.0;105.1
   1101 110 ida     ;39003;39004;  0.2;  0.1;  1598;  4901;  3.8; 63.5;125.6;105.1; 66.8
   1101 110 ida     ;39004;42001;  0.1;  0.0;  1656;  3772;  3.9;125.6;  0.0; 66.8;  0.0
   1101 110 ida     ;42001;41004;  0.6;  0.2;  1656;  2583;  3.9;  0.0;113.7;  0.0; 39.4
   1101 110 ida     ;41004;41003;  0.7;  0.2;  1731;  2756;  4.1;113.7;  0.0; 39.4;  0.0
   1101 110 ida     ;41003;41002;  0.2;  0.1;  1731;  2756;  4.1;  0.0; 97.4;  0.0; 31.0
   1101 110 ida     ;41002;41001;  0.3;  0.1;  1797;  2827;  4.3; 97.4;249.9; 31.0;250.4
   1101 110 ida     ;41001;41008;  0.7;  0.2;  1797;  3010;  4.3;249.9;  0.0;250.4;  3.7
   1101 110 ida     ;41008;41013;  0.2;  0.1;  1793;  3065;  4.3;  0.0;  0.0;  3.7;  0.9
   1101 110 ida     ;41013;43002;  1.0;  0.4;  1792;  3530;  4.3;  0.0;  0.0;  0.9;  0.0
   1101 110 ida     ;43002;43004;  0.5;  0.1;  1792;  2691;  4.3;  0.0;  0.0;  0.0; 49.6
